# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-23 17:24:01 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11224000 MF SAN JOAQUIN R NR MAMMOTH LAKES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11224000
#            TS   parameter     statistic     Description
#          9329       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9329_00060_00003	9329_00060_00003_cd
USGS	11224000	2015-02-25	33.1	A
USGS	11224000	2015-02-26	28.9	A
USGS	11224000	2015-02-27	27.6	A
USGS	11224000	2015-02-28	27.1	A
USGS	11224000	2015-03-01	27.4	A:e
USGS	11224000	2015-03-02	25.9	A
USGS	11224000	2015-03-03	32.2	A
USGS	11224000	2015-03-04	34.3	A
USGS	11224000	2015-03-05	32.4	A
USGS	11224000	2015-03-06	27.8	A
USGS	11224000	2015-03-07	24.5	A
USGS	11224000	2015-03-08	24.3	A
USGS	11224000	2015-03-09	25.6	A
USGS	11224000	2015-03-10	26.6	A
USGS	11224000	2015-03-11	27.5	A
USGS	11224000	2015-03-12	26.6	A
USGS	11224000	2015-03-13	28.7	A
USGS	11224000	2015-03-14	33.7	A
USGS	11224000	2015-03-15	43.0	A
USGS	11224000	2015-03-16	50.5	A
USGS	11224000	2015-03-17	48.8	A
USGS	11224000	2015-03-18	47.4	A
USGS	11224000	2015-03-19	46.2	A
USGS	11224000	2015-03-20	44.8	A
USGS	11224000	2015-03-21	43.4	A
USGS	11224000	2015-03-22	41.5	A
USGS	11224000	2015-03-23	41.8	A
USGS	11224000	2015-03-24	39.3	A
USGS	11224000	2015-03-25	39.1	A
USGS	11224000	2015-03-26	42.7	A
USGS	11224000	2015-03-27	52.8	A
USGS	11224000	2015-03-28	63.0	A
USGS	11224000	2015-03-29	70.0	A
USGS	11224000	2015-03-30	74.1	A
USGS	11224000	2015-03-31	79.1	A
USGS	11224000	2015-04-01	72.7	A
USGS	11224000	2015-04-02	60.9	A
USGS	11224000	2015-04-03	52.6	A
USGS	11224000	2015-04-04	48.1	A
USGS	11224000	2015-04-05	43.9	A
USGS	11224000	2015-04-06	40.8	A
USGS	11224000	2015-04-07	37.3	A
USGS	11224000	2015-04-08	38.6	A:e
USGS	11224000	2015-04-09	38.5	A:e
USGS	11224000	2015-04-10	42.3	A
USGS	11224000	2015-04-11	42.7	A
USGS	11224000	2015-04-12	43.3	A
USGS	11224000	2015-04-13	46.5	A
USGS	11224000	2015-04-14	47.6	A
USGS	11224000	2015-04-15	44.7	A
USGS	11224000	2015-04-16	41.6	A
USGS	11224000	2015-04-17	41.2	A
USGS	11224000	2015-04-18	43.8	A
USGS	11224000	2015-04-19	49.3	A
USGS	11224000	2015-04-20	54.1	A
USGS	11224000	2015-04-21	56.3	A
USGS	11224000	2015-04-22	56.4	A
USGS	11224000	2015-04-23	54.1	A
USGS	11224000	2015-04-24	57.2	A
USGS	11224000	2015-04-25	62.6	A
USGS	11224000	2015-04-26	64.7	A
USGS	11224000	2015-04-27	71.2	A
USGS	11224000	2015-04-28	79.0	A
USGS	11224000	2015-04-29	98.1	A
USGS	11224000	2015-04-30	121	A
USGS	11224000	2015-05-01	141	A
USGS	11224000	2015-05-02	148	A
USGS	11224000	2015-05-03	151	A
USGS	11224000	2015-05-04	150	A
USGS	11224000	2015-05-05	120	A
USGS	11224000	2015-05-06	103	A
USGS	11224000	2015-05-07	93.9	A
USGS	11224000	2015-05-08	104	A
USGS	11224000	2015-05-09	108	A
USGS	11224000	2015-05-10	121	A
USGS	11224000	2015-05-11	126	A
USGS	11224000	2015-05-12	109	A
USGS	11224000	2015-05-13	92.9	A
USGS	11224000	2015-05-14	85.3	A
USGS	11224000	2015-05-15	79.8	A
USGS	11224000	2015-05-16	73.0	A
USGS	11224000	2015-05-17	71.9	A
USGS	11224000	2015-05-18	71.3	A
USGS	11224000	2015-05-19	66.4	A
USGS	11224000	2015-05-20	67.7	A
USGS	11224000	2015-05-21	70.0	A
USGS	11224000	2015-05-22	78.0	A
USGS	11224000	2015-05-23	93.1	A
USGS	11224000	2015-05-24	131	A
USGS	11224000	2015-05-25	155	A
USGS	11224000	2015-05-26	158	A
USGS	11224000	2015-05-27	177	A
USGS	11224000	2015-05-28	185	A
USGS	11224000	2015-05-29	178	A
USGS	11224000	2015-05-30	194	A
USGS	11224000	2015-05-31	194	A
USGS	11224000	2015-06-01	194	A
USGS	11224000	2015-06-02	164	A
USGS	11224000	2015-06-03	156	A
USGS	11224000	2015-06-04	146	A
USGS	11224000	2015-06-05	134	A
USGS	11224000	2015-06-06	108	A
USGS	11224000	2015-06-07	107	A
USGS	11224000	2015-06-08	124	A
USGS	11224000	2015-06-09	132	A
USGS	11224000	2015-06-10	141	A
USGS	11224000	2015-06-11	145	A
USGS	11224000	2015-06-12	153	A
USGS	11224000	2015-06-13	136	A
USGS	11224000	2015-06-14	121	A
USGS	11224000	2015-06-15	109	A
USGS	11224000	2015-06-16	89.5	A
USGS	11224000	2015-06-17	77.3	A
USGS	11224000	2015-06-18	71.2	A
USGS	11224000	2015-06-19	66.8	A
USGS	11224000	2015-06-20	60.1	A
USGS	11224000	2015-06-21	55.5	A
USGS	11224000	2015-06-22	49.0	A
USGS	11224000	2015-06-23	44.3	A
USGS	11224000	2015-06-24	42.2	A
USGS	11224000	2015-06-25	42.6	A
USGS	11224000	2015-06-26	41.9	A
USGS	11224000	2015-06-27	40.8	A
USGS	11224000	2015-06-28	42.9	A
USGS	11224000	2015-06-29	43.4	A
USGS	11224000	2015-06-30	46.4	A
USGS	11224000	2015-07-01	43.7	A
USGS	11224000	2015-07-02	42.1	A
USGS	11224000	2015-07-03	43.4	A
USGS	11224000	2015-07-04	42.1	A
USGS	11224000	2015-07-05	36.4	A
USGS	11224000	2015-07-06	32.7	A
USGS	11224000	2015-07-07	29.9	A
USGS	11224000	2015-07-08	27.9	A
USGS	11224000	2015-07-09	27.1	A
USGS	11224000	2015-07-10	26.2	A
USGS	11224000	2015-07-11	23.3	A
USGS	11224000	2015-07-12	20.9	A
USGS	11224000	2015-07-13	19.6	A
USGS	11224000	2015-07-14	19.1	A
USGS	11224000	2015-07-15	18.8	A
USGS	11224000	2015-07-16	18.3	A
USGS	11224000	2015-07-17	17.9	A
USGS	11224000	2015-07-18	16.9	A
USGS	11224000	2015-07-19	16.0	A
USGS	11224000	2015-07-20	22.2	A
USGS	11224000	2015-07-21	24.2	A
USGS	11224000	2015-07-22	23.4	A
USGS	11224000	2015-07-23	20.9	A
USGS	11224000	2015-07-24	18.6	A
USGS	11224000	2015-07-25	16.7	A
USGS	11224000	2015-07-26	15.3	A
USGS	11224000	2015-07-27	14.0	A
USGS	11224000	2015-07-28	12.9	A
USGS	11224000	2015-07-29	12.2	A
USGS	11224000	2015-07-30	12.2	A
USGS	11224000	2015-07-31	12.6	A
USGS	11224000	2015-08-01	13.2	A
USGS	11224000	2015-08-02	13.9	A
USGS	11224000	2015-08-03	12.7	A
USGS	11224000	2015-08-04	11.7	A
USGS	11224000	2015-08-05	10.7	A
USGS	11224000	2015-08-06	9.94	A
USGS	11224000	2015-08-07	9.61	A
USGS	11224000	2015-08-08	9.20	A
USGS	11224000	2015-08-09	9.31	A
USGS	11224000	2015-08-10	8.90	A
USGS	11224000	2015-08-11	8.69	A
USGS	11224000	2015-08-12	8.20	A
USGS	11224000	2015-08-13	7.75	A
USGS	11224000	2015-08-14	7.49	A
USGS	11224000	2015-08-15	7.92	A
USGS	11224000	2015-08-16	7.68	A
USGS	11224000	2015-08-17	7.63	A
USGS	11224000	2015-08-18	7.70	A
USGS	11224000	2015-08-19	7.76	A
USGS	11224000	2015-08-20	7.65	A
USGS	11224000	2015-08-21	7.44	A
USGS	11224000	2015-08-22	7.16	A
USGS	11224000	2015-08-23	6.99	A
USGS	11224000	2015-08-24	6.78	A
USGS	11224000	2015-08-25	6.56	A
USGS	11224000	2015-08-26	6.40	A
USGS	11224000	2015-08-27	6.22	A
USGS	11224000	2015-08-28	5.87	A
USGS	11224000	2015-08-29	5.87	A
USGS	11224000	2015-08-30	6.11	A
USGS	11224000	2015-08-31	6.29	A
USGS	11224000	2015-09-01	6.17	A
USGS	11224000	2015-09-02	5.85	A
USGS	11224000	2015-09-03	5.59	A
USGS	11224000	2015-09-04	5.31	A
USGS	11224000	2015-09-05	5.03	A
USGS	11224000	2015-09-06	4.74	A
USGS	11224000	2015-09-07	4.46	A
USGS	11224000	2015-09-08	4.23	A
USGS	11224000	2015-09-09	4.09	A
USGS	11224000	2015-09-10	4.03	A
USGS	11224000	2015-09-11	4.12	A
USGS	11224000	2015-09-12	4.18	A
USGS	11224000	2015-09-13	4.56	A
USGS	11224000	2015-09-14	5.73	A
USGS	11224000	2015-09-15	8.47	A
USGS	11224000	2015-09-16	16.7	A
USGS	11224000	2015-09-17	15.3	A
USGS	11224000	2015-09-18	12.3	A
USGS	11224000	2015-09-19	10.2	A
USGS	11224000	2015-09-20	8.80	A
USGS	11224000	2015-09-21	7.87	A
USGS	11224000	2015-09-22	7.28	A
USGS	11224000	2015-09-23	6.99	A
USGS	11224000	2015-09-24	6.64	A
USGS	11224000	2015-09-25	6.10	A
USGS	11224000	2015-09-26	5.75	A
USGS	11224000	2015-09-27	5.72	A
USGS	11224000	2015-09-28	5.80	A
USGS	11224000	2015-09-29	5.72	A
USGS	11224000	2015-09-30	5.52	A
USGS	11224000	2015-10-01	5.72	A
USGS	11224000	2015-10-02	6.49	A
USGS	11224000	2015-10-03	6.54	A
USGS	11224000	2015-10-04	6.68	A
USGS	11224000	2015-10-05	6.96	A
USGS	11224000	2015-10-06	6.79	A
USGS	11224000	2015-10-07	6.43	A
USGS	11224000	2015-10-08	5.93	A
USGS	11224000	2015-10-09	5.56	A
USGS	11224000	2015-10-10	5.34	A
USGS	11224000	2015-10-11	5.12	A
USGS	11224000	2015-10-12	5.08	A
USGS	11224000	2015-10-13	4.98	A
USGS	11224000	2015-10-14	4.89	A
USGS	11224000	2015-10-15	6.05	A
USGS	11224000	2015-10-16	6.53	A
USGS	11224000	2015-10-17	15.6	A
USGS	11224000	2015-10-18	63.2	A
USGS	11224000	2015-10-19	44.3	A
USGS	11224000	2015-10-20	32.1	A
USGS	11224000	2015-10-21	25.7	A
USGS	11224000	2015-10-22	21.6	A
USGS	11224000	2015-10-23	19.0	A
USGS	11224000	2015-10-24	17.0	A
USGS	11224000	2015-10-25	15.5	A
USGS	11224000	2015-10-26	14.2	A
USGS	11224000	2015-10-27	13.1	A
USGS	11224000	2015-10-28	13.6	A
USGS	11224000	2015-10-29	14.1	A
USGS	11224000	2015-10-30	13.1	A
USGS	11224000	2015-10-31	12.4	A
USGS	11224000	2015-11-01	12.0	A
USGS	11224000	2015-11-02	15.0	A
USGS	11224000	2015-11-03	20.4	A
USGS	11224000	2015-11-04	20.0	A:e
USGS	11224000	2015-11-05	19.3	A:e
USGS	11224000	2015-11-06	19.2	A:e
USGS	11224000	2015-11-07	19.7	A:e
USGS	11224000	2015-11-08	20.0	A:e
USGS	11224000	2015-11-09	21.4	A:e
USGS	11224000	2015-11-10	22.7	A:e
USGS	11224000	2015-11-11	22.4	A:e
USGS	11224000	2015-11-12	22.1	A:e
USGS	11224000	2015-11-13	21.4	A:e
USGS	11224000	2015-11-14	20.8	A:e
USGS	11224000	2015-11-15	20.7	A:e
USGS	11224000	2015-11-16	18.8	A:e
USGS	11224000	2015-11-17	17.9	A:e
USGS	11224000	2015-11-18	17.9	A:e
USGS	11224000	2015-11-19	17.9	A:e
USGS	11224000	2015-11-20	18.8	A:e
USGS	11224000	2015-11-21	19.8	A:e
USGS	11224000	2015-11-22	19.8	A:e
USGS	11224000	2015-11-23	19.8	A:e
USGS	11224000	2015-11-24	18.6	A:e
USGS	11224000	2015-11-25	17.9	A:e
USGS	11224000	2015-11-26	17.1	A:e
USGS	11224000	2015-11-27	16.2	A:e
USGS	11224000	2015-11-28	16.0	A:e
USGS	11224000	2015-11-29	16.8	A:e
USGS	11224000	2015-11-30	16.5	A:e
USGS	11224000	2015-12-01	17.4	A:e
USGS	11224000	2015-12-02	19.1	A:e
USGS	11224000	2015-12-03	19.8	A
USGS	11224000	2015-12-04	18.1	A
USGS	11224000	2015-12-05	18.4	A:e
USGS	11224000	2015-12-06	16.8	A
USGS	11224000	2015-12-07	15.0	A:e
USGS	11224000	2015-12-08	14.3	A:e
USGS	11224000	2015-12-09	14.0	A:e
USGS	11224000	2015-12-10	13.8	A:e
USGS	11224000	2015-12-11	14.9	A:e
USGS	11224000	2015-12-12	16.2	A:e
USGS	11224000	2015-12-13	17.7	A:e
USGS	11224000	2015-12-14	17.7	A:e
USGS	11224000	2015-12-15	18.6	A:e
USGS	11224000	2015-12-16	20.2	A:e
USGS	11224000	2015-12-17	20.8	A:e
USGS	11224000	2015-12-18	21.1	A:e
USGS	11224000	2015-12-19	22.1	A
USGS	11224000	2015-12-20	23.8	A
USGS	11224000	2015-12-21	26.1	A:e
USGS	11224000	2015-12-22	30.7	A:e
USGS	11224000	2015-12-23	33.2	A:e
USGS	11224000	2015-12-24	33.4	A:e
USGS	11224000	2015-12-25	32.7	A:e
USGS	11224000	2015-12-26	31.6	A:e
USGS	11224000	2015-12-27	30.9	A:e
USGS	11224000	2015-12-28	30.3	A:e
USGS	11224000	2015-12-29	29.4	A:e
USGS	11224000	2015-12-30	28.2	A:e
USGS	11224000	2015-12-31	26.5	A:e
USGS	11224000	2016-01-01	26.5	A:e
USGS	11224000	2016-01-02	24.3	A
USGS	11224000	2016-01-03	21.0	A
USGS	11224000	2016-01-04	19.1	A
USGS	11224000	2016-01-05	19.0	A:e
USGS	11224000	2016-01-06	18.8	A:e
USGS	11224000	2016-01-07	18.3	A:e
USGS	11224000	2016-01-08	19.9	A:e
USGS	11224000	2016-01-09	20.7	A:e
USGS	11224000	2016-01-10	21.8	A:e
USGS	11224000	2016-01-11	21.8	A:e
USGS	11224000	2016-01-12	21.8	A:e
USGS	11224000	2016-01-13	21.5	A
USGS	11224000	2016-01-14	22.2	A:e
USGS	11224000	2016-01-15	24.2	A:e
USGS	11224000	2016-01-16	24.3	A:e
USGS	11224000	2016-01-17	24.2	A:e
USGS	11224000	2016-01-18	23.4	A
USGS	11224000	2016-01-19	24.2	A
USGS	11224000	2016-01-20	26.3	A:e
USGS	11224000	2016-01-21	25.3	A
USGS	11224000	2016-01-22	25.0	A
USGS	11224000	2016-01-23	27.5	A:e
USGS	11224000	2016-01-24	28.7	A:e
USGS	11224000	2016-01-25	28.5	A:e
USGS	11224000	2016-01-26	26.3	A:e
USGS	11224000	2016-01-27	25.1	A:e
USGS	11224000	2016-01-28	26.9	A:e
USGS	11224000	2016-01-29	23.1	A
USGS	11224000	2016-01-30	30.9	A:e
USGS	11224000	2016-01-31	45.0	A:e
USGS	11224000	2016-02-01	40.0	A:e
USGS	11224000	2016-02-02	36.0	A:e
USGS	11224000	2016-02-03	34.0	A:e
USGS	11224000	2016-02-04	33.0	A:e
USGS	11224000	2016-02-05	28.7	A:e
USGS	11224000	2016-02-06	26.9	A
USGS	11224000	2016-02-07	26.0	A
USGS	11224000	2016-02-08	27.1	A
USGS	11224000	2016-02-09	29.8	A
USGS	11224000	2016-02-10	33.7	A
USGS	11224000	2016-02-11	35.4	A
USGS	11224000	2016-02-12	36.0	A
USGS	11224000	2016-02-13	35.4	A
USGS	11224000	2016-02-14	36.0	A
USGS	11224000	2016-02-15	36.8	A
USGS	11224000	2016-02-16	37.8	A:e
USGS	11224000	2016-02-17	39.7	A:e
USGS	11224000	2016-02-18	39.7	A:e
USGS	11224000	2016-02-19	41.6	A:e
USGS	11224000	2016-02-20	43.5	A:e
USGS	11224000	2016-02-21	44.1	A
USGS	11224000	2016-02-22	42.8	A
USGS	11224000	2016-02-23	42.4	A
USGS	11224000	2016-02-24	46.4	A
USGS	11224000	2016-02-25	49.9	A:e
USGS	11224000	2016-02-26	52.5	A:e
USGS	11224000	2016-02-27	52.5	A:e
USGS	11224000	2016-02-28	53.7	A:e
USGS	11224000	2016-02-29	55.7	A:e
USGS	11224000	2016-03-01	56.3	A:e
USGS	11224000	2016-03-02	56.3	A:e
USGS	11224000	2016-03-03	58.2	A:e
USGS	11224000	2016-03-04	59.5	A:e
USGS	11224000	2016-03-05	63.1	A:e
USGS	11224000	2016-03-06	65.3	A:e
USGS	11224000	2016-03-07	65.9	A:e
USGS	11224000	2016-03-08	66.6	A:e
USGS	11224000	2016-03-09	65.3	A:e
USGS	11224000	2016-03-10	65.3	A:e
USGS	11224000	2016-03-11	64.7	A:e
USGS	11224000	2016-03-12	66.6	A:e
USGS	11224000	2016-03-13	65.7	A:e
USGS	11224000	2016-03-14	63.9	A:e
USGS	11224000	2016-03-15	64.1	A
USGS	11224000	2016-03-16	64.1	A:e
USGS	11224000	2016-03-17	68.4	A:e
USGS	11224000	2016-03-18	69.6	A:e
USGS	11224000	2016-03-19	70.9	A:e
USGS	11224000	2016-03-20	72.3	A:e
USGS	11224000	2016-03-21	74.3	A:e
USGS	11224000	2016-03-22	77.4	A:e
USGS	11224000	2016-03-23	77.4	A:e
USGS	11224000	2016-03-24	77.0	A
USGS	11224000	2016-03-25	86.4	A
USGS	11224000	2016-03-26	104	A
USGS	11224000	2016-03-27	129	A
USGS	11224000	2016-03-28	130	A
USGS	11224000	2016-03-29	101	A
USGS	11224000	2016-03-30	86.1	A
USGS	11224000	2016-03-31	77.9	A
USGS	11224000	2016-04-01	85.3	A
USGS	11224000	2016-04-02	119	A
USGS	11224000	2016-04-03	163	A
USGS	11224000	2016-04-04	188	A
USGS	11224000	2016-04-05	200	A
USGS	11224000	2016-04-06	229	A
USGS	11224000	2016-04-07	237	A
USGS	11224000	2016-04-08	219	A
USGS	11224000	2016-04-09	243	A
USGS	11224000	2016-04-10	195	A
USGS	11224000	2016-04-11	187	A
USGS	11224000	2016-04-12	203	A
USGS	11224000	2016-04-13	214	A
USGS	11224000	2016-04-14	198	A
USGS	11224000	2016-04-15	172	A
USGS	11224000	2016-04-16	155	A
USGS	11224000	2016-04-17	166	A
USGS	11224000	2016-04-18	205	A
USGS	11224000	2016-04-19	261	A
USGS	11224000	2016-04-20	291	A
USGS	11224000	2016-04-21	306	A
USGS	11224000	2016-04-22	292	A
USGS	11224000	2016-04-23	226	A
USGS	11224000	2016-04-24	196	A
USGS	11224000	2016-04-25	167	A
USGS	11224000	2016-04-26	146	A
USGS	11224000	2016-04-27	146	A
USGS	11224000	2016-04-28	137	A
USGS	11224000	2016-04-29	135	A
USGS	11224000	2016-04-30	149	A
USGS	11224000	2016-05-01	143	A
USGS	11224000	2016-05-02	153	A
USGS	11224000	2016-05-03	191	A
USGS	11224000	2016-05-04	234	A
USGS	11224000	2016-05-05	240	A
USGS	11224000	2016-05-06	204	A
USGS	11224000	2016-05-07	183	A
USGS	11224000	2016-05-08	176	A
USGS	11224000	2016-05-09	232	A
USGS	11224000	2016-05-10	321	A
USGS	11224000	2016-05-11	376	A
USGS	11224000	2016-05-12	449	A
USGS	11224000	2016-05-13	534	A
USGS	11224000	2016-05-14	599	A
USGS	11224000	2016-05-15	530	A
USGS	11224000	2016-05-16	446	A
USGS	11224000	2016-05-17	454	A
USGS	11224000	2016-05-18	432	A
USGS	11224000	2016-05-19	522	A
USGS	11224000	2016-05-20	459	A
USGS	11224000	2016-05-21	290	A
USGS	11224000	2016-05-22	218	A
USGS	11224000	2016-05-23	193	A
USGS	11224000	2016-05-24	188	A
USGS	11224000	2016-05-25	194	A
USGS	11224000	2016-05-26	205	A
USGS	11224000	2016-05-27	238	A
USGS	11224000	2016-05-28	302	A
USGS	11224000	2016-05-29	342	A
USGS	11224000	2016-05-30	399	A
USGS	11224000	2016-05-31	479	A
USGS	11224000	2016-06-01	518	A
USGS	11224000	2016-06-02	549	A
USGS	11224000	2016-06-03	530	A
USGS	11224000	2016-06-04	544	A
USGS	11224000	2016-06-05	563	A
USGS	11224000	2016-06-06	513	A
USGS	11224000	2016-06-07	517	A
USGS	11224000	2016-06-08	521	A
USGS	11224000	2016-06-09	465	A
USGS	11224000	2016-06-10	385	A
USGS	11224000	2016-06-11	307	A
USGS	11224000	2016-06-12	397	A
USGS	11224000	2016-06-13	357	A
USGS	11224000	2016-06-14	292	A
USGS	11224000	2016-06-15	257	A
USGS	11224000	2016-06-16	198	A
USGS	11224000	2016-06-17	178	A
USGS	11224000	2016-06-18	176	A
USGS	11224000	2016-06-19	197	A
USGS	11224000	2016-06-20	214	A
USGS	11224000	2016-06-21	279	A
USGS	11224000	2016-06-22	315	A
USGS	11224000	2016-06-23	277	A
USGS	11224000	2016-06-24	230	A
USGS	11224000	2016-06-25	209	A
USGS	11224000	2016-06-26	197	A
USGS	11224000	2016-06-27	193	A
USGS	11224000	2016-06-28	212	A
USGS	11224000	2016-06-29	209	A
USGS	11224000	2016-06-30	200	A
USGS	11224000	2016-07-01	188	A
USGS	11224000	2016-07-02	172	A
USGS	11224000	2016-07-03	153	A
USGS	11224000	2016-07-04	138	A
USGS	11224000	2016-07-05	131	A
USGS	11224000	2016-07-06	117	A
USGS	11224000	2016-07-07	103	A
USGS	11224000	2016-07-08	97.4	A
USGS	11224000	2016-07-09	96.0	A
USGS	11224000	2016-07-10	92.1	A
USGS	11224000	2016-07-11	84.5	A
USGS	11224000	2016-07-12	73.0	A
USGS	11224000	2016-07-13	68.2	A
USGS	11224000	2016-07-14	66.9	A
USGS	11224000	2016-07-15	68.4	A
USGS	11224000	2016-07-16	67.7	A
USGS	11224000	2016-07-17	62.0	A
USGS	11224000	2016-07-18	54.2	A
USGS	11224000	2016-07-19	46.7	A
USGS	11224000	2016-07-20	40.5	A
USGS	11224000	2016-07-21	37.5	A
USGS	11224000	2016-07-22	36.4	A
USGS	11224000	2016-07-23	37.7	A
USGS	11224000	2016-07-24	37.4	A
USGS	11224000	2016-07-25	35.2	A
USGS	11224000	2016-07-26	33.8	A
USGS	11224000	2016-07-27	35.4	A
USGS	11224000	2016-07-28	39.1	A
USGS	11224000	2016-07-29	42.8	A
USGS	11224000	2016-07-30	44.0	A
USGS	11224000	2016-07-31	43.2	A
USGS	11224000	2016-08-01	41.4	A
USGS	11224000	2016-08-02	38.4	A
USGS	11224000	2016-08-03	35.8	A
USGS	11224000	2016-08-04	33.2	A
USGS	11224000	2016-08-05	30.0	A
USGS	11224000	2016-08-06	26.4	A
USGS	11224000	2016-08-07	22.9	A
USGS	11224000	2016-08-08	19.6	A
USGS	11224000	2016-08-09	17.5	A
USGS	11224000	2016-08-10	16.0	A
USGS	11224000	2016-08-11	14.7	A
USGS	11224000	2016-08-12	13.7	A
USGS	11224000	2016-08-13	13.2	A
USGS	11224000	2016-08-14	13.2	A
USGS	11224000	2016-08-15	13.6	A
USGS	11224000	2016-08-16	13.9	A
USGS	11224000	2016-08-17	13.6	A
USGS	11224000	2016-08-18	13.3	A
USGS	11224000	2016-08-19	13.1	A
USGS	11224000	2016-08-20	13.1	A
USGS	11224000	2016-08-21	13.4	A
USGS	11224000	2016-08-22	13.9	A
USGS	11224000	2016-08-23	13.8	A
USGS	11224000	2016-08-24	12.9	A
USGS	11224000	2016-08-25	11.8	A
USGS	11224000	2016-08-26	11.2	A
USGS	11224000	2016-08-27	11.0	A
USGS	11224000	2016-08-28	10.6	A
USGS	11224000	2016-08-29	10.2	A
USGS	11224000	2016-08-30	9.85	A
USGS	11224000	2016-08-31	9.44	A
USGS	11224000	2016-09-01	8.93	A
USGS	11224000	2016-09-02	8.77	A
USGS	11224000	2016-09-03	8.54	A
USGS	11224000	2016-09-04	8.18	A
USGS	11224000	2016-09-05	7.72	A
USGS	11224000	2016-09-06	7.30	A
USGS	11224000	2016-09-07	6.93	A
USGS	11224000	2016-09-08	6.58	A
USGS	11224000	2016-09-09	6.38	A
USGS	11224000	2016-09-10	6.31	A
USGS	11224000	2016-09-11	6.53	A
USGS	11224000	2016-09-12	6.98	A
USGS	11224000	2016-09-13	6.96	A
USGS	11224000	2016-09-14	7.02	A
USGS	11224000	2016-09-15	6.71	A
USGS	11224000	2016-09-16	6.36	A
USGS	11224000	2016-09-17	6.03	A
USGS	11224000	2016-09-18	5.75	A
USGS	11224000	2016-09-19	5.57	A
USGS	11224000	2016-09-20	5.55	A
USGS	11224000	2016-09-21	5.98	A
USGS	11224000	2016-09-22	6.91	A
USGS	11224000	2016-09-23	6.83	A
USGS	11224000	2016-09-24	6.35	A
USGS	11224000	2016-09-25	5.84	A
USGS	11224000	2016-09-26	5.49	A
USGS	11224000	2016-09-27	5.27	A
USGS	11224000	2016-09-28	5.13	A
USGS	11224000	2016-09-29	5.15	A
USGS	11224000	2016-09-30	5.31	A
USGS	11224000	2016-10-01	5.31	A
USGS	11224000	2016-10-02	5.17	A
USGS	11224000	2016-10-03	5.25	A
USGS	11224000	2016-10-04	5.33	A
USGS	11224000	2016-10-05	5.26	A
USGS	11224000	2016-10-06	5.19	A
USGS	11224000	2016-10-07	5.06	A
USGS	11224000	2016-10-08	4.92	A
USGS	11224000	2016-10-09	4.79	A
USGS	11224000	2016-10-10	4.74	A
USGS	11224000	2016-10-11	4.63	A
USGS	11224000	2016-10-12	4.60	A
USGS	11224000	2016-10-13	4.61	A
USGS	11224000	2016-10-14	4.71	A
USGS	11224000	2016-10-15	7.10	A
USGS	11224000	2016-10-16	333	A
USGS	11224000	2016-10-17	328	A
USGS	11224000	2016-10-18	104	A
USGS	11224000	2016-10-19	72.7	A
USGS	11224000	2016-10-20	65.9	A
USGS	11224000	2016-10-21	69.6	A
USGS	11224000	2016-10-22	64.4	A
USGS	11224000	2016-10-23	54.7	A
USGS	11224000	2016-10-24	104	A
USGS	11224000	2016-10-25	84.8	A
USGS	11224000	2016-10-26	63.4	A
USGS	11224000	2016-10-27	92.0	A
USGS	11224000	2016-10-28	989	A
USGS	11224000	2016-10-29	412	A
USGS	11224000	2016-10-30	1360	A
USGS	11224000	2016-10-31	595	A
USGS	11224000	2016-11-01	317	A
USGS	11224000	2016-11-02	223	A
USGS	11224000	2016-11-03	179	A
USGS	11224000	2016-11-04	150	A
USGS	11224000	2016-11-05	128	A
USGS	11224000	2016-11-06	111	A
USGS	11224000	2016-11-07	97.3	A
USGS	11224000	2016-11-08	90.3	A
USGS	11224000	2016-11-09	86.4	A
USGS	11224000	2016-11-10	82.8	A
USGS	11224000	2016-11-11	78.8	A
USGS	11224000	2016-11-12	73.1	A
USGS	11224000	2016-11-13	66.7	A
USGS	11224000	2016-11-14	61.1	A
USGS	11224000	2016-11-15	57.4	A
USGS	11224000	2016-11-16	52.3	A
USGS	11224000	2016-11-17	46.7	A
USGS	11224000	2016-11-18	44.5	A
USGS	11224000	2016-11-19	42.8	A
USGS	11224000	2016-11-20	39.6	A
USGS	11224000	2016-11-21	39.0	A
USGS	11224000	2016-11-22	36.3	A
USGS	11224000	2016-11-23	36.0	A:e
USGS	11224000	2016-11-24	35.6	A:e
USGS	11224000	2016-11-25	35.1	A:e
USGS	11224000	2016-11-26	34.4	A:e
USGS	11224000	2016-11-27	33.9	A:e
USGS	11224000	2016-11-28	33.6	A:e
USGS	11224000	2016-11-29	33.3	A:e
