# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-23 17:29:15 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11264500 MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11264500
#            TS   parameter     statistic     Description
#        234297       00010     00003     Temperature, water, degrees Celsius (Mean)
#          9529       00010     00001     Temperature, water, degrees Celsius (Maximum)
#          9530       00010     00002     Temperature, water, degrees Celsius (Minimum)
#          9531       00010     00008     Temperature, water, degrees Celsius (Median)
#          9532       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	234297_00010_00003	234297_00010_00003_cd	9529_00010_00001	9529_00010_00001_cd	9530_00010_00002	9530_00010_00002_cd	9531_00010_00008	9531_00010_00008_cd	9532_00060_00003	9532_00060_00003_cd
USGS	11264500	2013-12-05			2.7	A	1.7	A	2.4	A	15.6	A
USGS	11264500	2013-12-06			3.3	A	2.0	A	2.7	A	11.9	A
USGS	11264500	2013-12-07			2.9	A	1.5	A	2.3	A	11.5	A
USGS	11264500	2013-12-08			2.4	A	1.6	A	1.9	A	11.6	A
USGS	11264500	2013-12-09			2.3	A	1.6	A	2.0	A	13.0	A
USGS	11264500	2013-12-10			2.5	A	1.9	A	2.1	A	14.2	A
USGS	11264500	2013-12-11			2.7	A	2.0	A	2.3	A	15.4	A
USGS	11264500	2013-12-12			2.7	A	2.0	A	2.3	A	15.5	A
USGS	11264500	2013-12-13			2.6	A	1.9	A	2.2	A	15.5	A
USGS	11264500	2013-12-14			2.7	A	2.0	A	2.2	A	15.4	A
USGS	11264500	2013-12-15			2.8	A	2.1	A	2.5	A	16.0	A
USGS	11264500	2013-12-16			3.3	A	2.4	A	2.8	A	17.1	A
USGS	11264500	2013-12-17			3.9	A	2.9	A	3.3	A	18.0	A
USGS	11264500	2013-12-18			4.3	A	3.3	A	3.9	A	19.8	A
USGS	11264500	2013-12-19			3.8	A	2.8	A	3.5	A	22.1	A
USGS	11264500	2013-12-20			3.2	A	2.0	A	2.5	A	19.0	A
USGS	11264500	2013-12-21			3.2	A	2.0	A	2.4	A	18.8	A
USGS	11264500	2013-12-22			3.2	A	2.3	A	2.6	A	17.3	A
USGS	11264500	2013-12-23			3.3	A	2.6	A	2.9	A	16.5	A
USGS	11264500	2013-12-24			3.5	A	2.8	A	3.0	A	15.8	A
USGS	11264500	2013-12-25			3.3	A	2.8	A	2.9	A	15.1	A
USGS	11264500	2013-12-26			3.4	A	2.8	A	2.9	A	14.6	A
USGS	11264500	2013-12-27			3.6	A	2.9	A	3.3	A	14.4	A
USGS	11264500	2013-12-28			3.6	A	2.7	A	3.1	A	13.9	A
USGS	11264500	2013-12-29			3.4	A	2.5	A	2.8	A	12.7	A
USGS	11264500	2013-12-30			3.7	A	2.6	A	3.2	A	12.8	A
USGS	11264500	2013-12-31			4.2	A	3.2	A	3.7	A	12.3	A
USGS	11264500	2014-01-01			4.2	A	3.5	A	3.7	A	12.2	A
USGS	11264500	2014-01-02			4.2	A	3.6	A	3.8	A	11.8	A
USGS	11264500	2014-01-03			4.3	A	3.7	A	3.8	A	11.6	A
USGS	11264500	2014-01-04			4.3	A	3.6	A	3.7	A	11.5	A
USGS	11264500	2014-01-05			4.1	A	3.3	A	3.5	A	11.0	A
USGS	11264500	2014-01-06			4.3	A	3.2	A	3.7	A	10.8	A
USGS	11264500	2014-01-07			4.3	A	3.5	A	3.8	A	10.9	A
USGS	11264500	2014-01-08			4.2	A	3.4	A	3.7	A	10.2	A
USGS	11264500	2014-01-09			4.1	A	3.3	A	3.5	A	10.3	A
USGS	11264500	2014-01-10			4.3	A	3.2	A	3.6	A	9.92	A
USGS	11264500	2014-01-11			4.5	A	3.5	A	4.2	A	9.94	A
USGS	11264500	2014-01-12			4.3	A	3.5	A	3.8	A	10.2	A
USGS	11264500	2014-01-13			4.2	A	3.2	A	3.4	A	9.43	A
USGS	11264500	2014-01-14			4.2	A	3.2	A	3.6	A	9.55	A
USGS	11264500	2014-01-15			4.5	A	3.6	A	3.9	A	9.31	A
USGS	11264500	2014-01-16			4.5	A	3.6	A	3.8	A	9.09	A
USGS	11264500	2014-01-17			4.5	A	3.6	A	3.8	A	8.98	A
USGS	11264500	2014-01-18			4.5	A	3.7	A	3.9	A	8.85	A
USGS	11264500	2014-01-19			4.5	A	3.6	A	3.8	A	8.62	A
USGS	11264500	2014-01-20			4.4	A	3.4	A	3.7	A	8.20	A
USGS	11264500	2014-01-21			4.5	A	3.4	A	3.8	A	8.33	A
USGS	11264500	2014-01-22			4.4	A	3.4	A	3.7	A	8.12	A
USGS	11264500	2014-01-23			4.5	A	3.4	A	4.2	A	8.21	A
USGS	11264500	2014-01-24			5.0	A	4.0	A	4.4	A	8.11	A
USGS	11264500	2014-01-25			5.2	A	4.0	A	4.3	A	7.93	A
USGS	11264500	2014-01-26			5.1	A	4.1	A	4.5	A	7.85	A
USGS	11264500	2014-01-27			4.9	A	3.9	A	4.4	A	7.80	A
USGS	11264500	2014-01-28			5.4	A	4.2	A	4.8	A	7.92	A
USGS	11264500	2014-01-29			5.9	A	4.7	A	5.4	A	8.54	A
USGS	11264500	2014-01-30			5.6	A	3.4	A	5.4	A	30.4	A
USGS	11264500	2014-01-31			3.4	A	2.1	A	2.6	A	31.8	A
USGS	11264500	2014-02-01			3.1	A	1.4	A	2.0	A	22.0	A
USGS	11264500	2014-02-02			3.0	A	1.6	A	2.2	A	19.6	A
USGS	11264500	2014-02-03			3.3	A	1.6	A	2.2	A	17.7	A
USGS	11264500	2014-02-04			3.3	A	1.6	A	2.1	A	16.6	A
USGS	11264500	2014-02-05			3.6	A	1.7	A	2.3	A	17.1	A
USGS	11264500	2014-02-06			3.3	A	2.1	A	2.7	A	18.9	A
USGS	11264500	2014-02-07			3.4	A	2.2	A	2.7	A	20.2	A
USGS	11264500	2014-02-08			2.8	A	2.1	A	2.5	A	32.4	A
USGS	11264500	2014-02-09			3.3	A	2.1	A	2.8	A	59.2	A
USGS	11264500	2014-02-10			3.9	A	2.7	A	3.1	A	76.6	A
USGS	11264500	2014-02-11			3.6	A	2.0	A	2.6	A	57.2	A
USGS	11264500	2014-02-12			4.2	A	2.9	A	3.5	A	52.5	A
USGS	11264500	2014-02-13			4.7	A	3.0	A	3.6	A	55.3	A
USGS	11264500	2014-02-14			5.0	A	3.8	A	4.4	A	61.1	A
USGS	11264500	2014-02-15			5.0	A	3.5	A	4.3	A	62.6	A
USGS	11264500	2014-02-16			5.1	A	4.2	A	4.8	A	67.5	A
USGS	11264500	2014-02-17			4.9	A	2.8	A	3.7	A	63.7	A
USGS	11264500	2014-02-18			4.5	A	2.8	A	3.8	A	58.0	A
USGS	11264500	2014-02-19			4.4	A	3.1	A	3.7	A	53.4	A
USGS	11264500	2014-02-20			4.5	A	2.9	A	3.8	A	50.3	A
USGS	11264500	2014-02-21			4.7	A	3.0	A	3.8	A	48.3	A
USGS	11264500	2014-02-22			4.9	A	3.3	A	4.1	A	50.7	A
USGS	11264500	2014-02-23			5.6	A	3.6	A	4.4	A	55.9	A
USGS	11264500	2014-02-24			5.6	A	4.0	A	4.8	A	63.7	A
USGS	11264500	2014-02-25			5.7	A	3.5	A	4.5	A	71.1	A
USGS	11264500	2014-02-26			5.5	A	4.2	A	5.0	A	82.0	A
USGS	11264500	2014-02-27			5.4	A	3.5	A	4.4	A	116	A
USGS	11264500	2014-02-28			4.7	A	2.5	A	3.7	A	131	A
USGS	11264500	2014-03-01			4.2	A	2.2	A	3.1	A	126	A
USGS	11264500	2014-03-02			4.8	A	3.2	A	3.7	A	118	A
USGS	11264500	2014-03-03			5.0	A	2.9	A	4.1	A	107	A
USGS	11264500	2014-03-04			6.4	A	4.0	A	5.0	A	115	A
USGS	11264500	2014-03-05			7.2	A	4.2	A	5.3	A	121	A
USGS	11264500	2014-03-06			7.1	A	5.1	A	6.3	A	180	A
USGS	11264500	2014-03-07			5.3	A	2.6	A	4.2	A	178	A
USGS	11264500	2014-03-08			6.0	A	2.9	A	4.0	A	143	A
USGS	11264500	2014-03-09			6.2	A	4.2	A	5.3	A	143	A
USGS	11264500	2014-03-10			6.3	A	4.1	A	5.3	A	134	A
USGS	11264500	2014-03-11			6.6	A	3.3	A	4.9	A	124	A
USGS	11264500	2014-03-12			4.5	A	2.8	A	3.8	A	121	A
USGS	11264500	2014-03-13			5.3	A	2.2	A	3.2	A	111	A
USGS	11264500	2014-03-14			5.9	A	2.6	A	3.9	A	105	A
USGS	11264500	2014-03-15			7.2	A	3.3	A	5.1	A	108	A
USGS	11264500	2014-03-16			7.7	A	4.3	A	6.0	A	126	A
USGS	11264500	2014-03-17			6.9	A	4.5	A	5.9	A	163	A
USGS	11264500	2014-03-18			6.9	A	3.4	A	5.2	A	167	A
USGS	11264500	2014-03-19			6.5	A	3.9	A	5.4	A	168	A
USGS	11264500	2014-03-20			6.5	A	3.7	A	5.1	A	173	A
USGS	11264500	2014-03-21			6.8	A	4.7	A	5.9	A	174	A
USGS	11264500	2014-03-22			6.7	A	3.5	A	5.3	A	172	A
USGS	11264500	2014-03-23			7.0	A	3.5	A	5.4	A	164	A
USGS	11264500	2014-03-24			7.2	A	4.0	A	5.8	A	173	A
USGS	11264500	2014-03-25			6.4	A	4.3	A	5.6	A	193	A
USGS	11264500	2014-03-26			5.5	A	2.9	A	3.5	A	192	A
USGS	11264500	2014-03-27			4.7	A	2.8	A	3.3	A	173	A
USGS	11264500	2014-03-28			6.5	A	3.2	A	4.3	A	154	A
USGS	11264500	2014-03-29			6.3	A	4.7	A	5.5	A	165	A
USGS	11264500	2014-03-30			5.2	A	2.7	A	3.8	A	174	A
USGS	11264500	2014-03-31			4.4	A	1.6	A	3.0	A	159	A
USGS	11264500	2014-04-01			2.2	A	0.5	A	1.3	A	148	A
USGS	11264500	2014-04-02			3.8	A	1.3	A	2.2	A	148	A
USGS	11264500	2014-04-03			4.8	A	2.0	A	3.3	A	140	A
USGS	11264500	2014-04-04			4.3	A	2.3	A	3.4	A	138	A
USGS	11264500	2014-04-05			5.9	A	1.8	A	3.3	A	128	A
USGS	11264500	2014-04-06			8.1	A	3.5	A	5.2	A	151	A
USGS	11264500	2014-04-07			8.4	A	4.7	A	6.5	A	224	A
USGS	11264500	2014-04-08			8.9	A	5.1	A	7.1	A	318	A
USGS	11264500	2014-04-09			8.7	A	4.5	A	6.7	A	379	A
USGS	11264500	2014-04-10			9.4	A	4.1	A	6.7	A	430	A
USGS	11264500	2014-04-11			8.9	A	5.8	A	7.8	A	495	A
USGS	11264500	2014-04-12			9.8	A	5.9	A	7.8	A	508	A
USGS	11264500	2014-04-13			9.9	A	5.2	A	7.5	A	616	A
USGS	11264500	2014-04-14			9.8	A	4.4	A	7.1	A	623	A
USGS	11264500	2014-04-15			9.3	A	5.7	A	7.6	A	692	A
USGS	11264500	2014-04-16			10.0	A	5.4	A	7.4	A	705	A
USGS	11264500	2014-04-17			9.7	A	6.3	A	8.2	A	828	A
USGS	11264500	2014-04-18			10.1	A	6.2	A	8.0	A	868	A
USGS	11264500	2014-04-19			9.9	A	6.5	A	8.1	A	900	A
USGS	11264500	2014-04-20			9.6	A	5.5	A	7.6	A	880	A
USGS	11264500	2014-04-21			8.5	A	5.6	A	7.4	A	856	A
USGS	11264500	2014-04-22			7.3	A	5.3	A	6.3	A	627	A
USGS	11264500	2014-04-23			8.2	A	3.9	A	5.4	A	471	A
USGS	11264500	2014-04-24			9.2	A	5.1	A	7.1	A	450	A
USGS	11264500	2014-04-25			8.4	A	2.7	A	5.0	A	555	A
USGS	11264500	2014-04-26			6.0	A	2.4	A	3.6	A	515	A
USGS	11264500	2014-04-27			7.4	A	3.4	A	5.0	A	470	A
USGS	11264500	2014-04-28			8.7	A	3.7	A	6.1	A	458	A
USGS	11264500	2014-04-29			10.7	A	5.2	A	7.2	A	533	A
USGS	11264500	2014-04-30			10.6	A	5.8	A	8.1	A	671	A
USGS	11264500	2014-05-01			10.6	A	5.8	A	8.2	A	696	A
USGS	11264500	2014-05-02			10.5	A	7.0	A	8.9	A	858	A
USGS	11264500	2014-05-03			10.1	A	6.0	A	8.4	A	1010	A
USGS	11264500	2014-05-04			10.2	A	6.5	A	8.2	A	904	A
USGS	11264500	2014-05-05			8.8	A	6.5	A	7.8	A	863	A
USGS	11264500	2014-05-06			7.2	A	5.3	A	6.3	A	686	A
USGS	11264500	2014-05-07			7.9	A	4.7	A	6.4	A	523	A
USGS	11264500	2014-05-08			8.6	A	5.8	A	7.2	A	425	A
USGS	11264500	2014-05-09			10.3	A	7.0	A	8.2	A	401	A
USGS	11264500	2014-05-10			9.2	A	5.6	A	7.4	A	490	A
USGS	11264500	2014-05-11			9.0	A	4.3	A	6.3	A	428	A
USGS	11264500	2014-05-12			9.9	A	5.1	A	7.4	A	405	A
USGS	11264500	2014-05-13			10.9	A	6.4	A	8.6	A	515	A
USGS	11264500	2014-05-14			11.7	A	7.1	A	9.2	A	712	A
USGS	11264500	2014-05-15			12.2	A	8.1	A	10.2	A	923	A
USGS	11264500	2014-05-16			11.3	A	8.4	A	9.9	A	1030	A
USGS	11264500	2014-05-17			11.0	A	7.4	A	9.3	A	949	A
USGS	11264500	2014-05-18			10.7	A	6.9	A	8.8	A	845	A
USGS	11264500	2014-05-19			9.7	A	6.3	A	8.4	A	696	A
USGS	11264500	2014-05-20			8.5	A	6.6	A	7.7	A	592	A
USGS	11264500	2014-05-21			10.0	A	6.9	A	8.0	A	596	A
USGS	11264500	2014-05-22			11.0	A	7.1	A	8.7	A	563	A
USGS	11264500	2014-05-23			12.1	A	7.4	A	9.6	A	490	A
USGS	11264500	2014-05-24			13.2	A	9.3	A	10.9	A	567	A
USGS	11264500	2014-05-25			14.0	A	9.6	A	11.7	A	762	A
USGS	11264500	2014-05-26			12.8	A	9.7	A	11.7	A	987	A
USGS	11264500	2014-05-27			12.5	A	8.9	A	10.7	A	884	A
USGS	11264500	2014-05-28			12.0	A	8.6	A	10.1	A	772	A
USGS	11264500	2014-05-29			11.8	A	8.1	A	9.8	A	658	A
USGS	11264500	2014-05-30			11.6	A	7.7	A	9.9	A	553	A
USGS	11264500	2014-05-31			12.1	A	8.0	A	10.1	A	467	A
USGS	11264500	2014-06-01			12.8	A	8.9	A	10.6	A	439	A
USGS	11264500	2014-06-02			12.8	A	9.1	A	11.0	A	456	A
USGS	11264500	2014-06-03			12.9	A	8.3	A	10.6	A	427	A
USGS	11264500	2014-06-04			13.8	A	9.3	A	11.4	A	405	A
USGS	11264500	2014-06-05			14.7	A	10.2	A	12.4	A	426	A
USGS	11264500	2014-06-06			14.8	A	11.4	A	13.0	A	451	A
USGS	11264500	2014-06-07			15.4	A	10.8	A	12.6	A	438	A
USGS	11264500	2014-06-08			15.6	A	11.5	A	13.6	A	428	A
USGS	11264500	2014-06-09			15.4	A	11.8	A	13.6	A	412	A
USGS	11264500	2014-06-10			15.7	A	11.6	A	13.6	A	402	A
USGS	11264500	2014-06-11			15.5	A	12.5	A	14.2	A	386	A
USGS	11264500	2014-06-12			15.1	A	11.7	A	13.7	A	367	A
USGS	11264500	2014-06-13			13.7	A	11.0	A	12.8	A	323	A
USGS	11264500	2014-06-14			12.9	A	8.9	A	11.6	A	258	A
USGS	11264500	2014-06-15			13.0	A	9.6	A	12.0	A	207	A
USGS	11264500	2014-06-16			13.1	A	10.5	A	11.9	A	176	A
USGS	11264500	2014-06-17			12.5	A	9.5	A	11.3	A	160	A
USGS	11264500	2014-06-18			13.2	A	9.5	A	11.5	A	141	A
USGS	11264500	2014-06-19			14.4	A	10.8	A	12.5	A	130	A
USGS	11264500	2014-06-20			14.1	A	11.3	A	12.9	A	134	A
USGS	11264500	2014-06-21			13.4	A	11.3	A	12.8	A	138	A
USGS	11264500	2014-06-22			14.0	A	10.3	A	12.5	A	133	A
USGS	11264500	2014-06-23			14.5	A	11.1	A	12.9	A	122	A
USGS	11264500	2014-06-24			15.2	A	12.3	A	14.0	A	121	A
USGS	11264500	2014-06-25			15.3	A	12.1	A	14.1	A	124	A
USGS	11264500	2014-06-26			14.8	A	13.6	A	14.2	A	133	A
USGS	11264500	2014-06-27			15.6	A	12.2	A	13.9	A	157	A
USGS	11264500	2014-06-28			16.1	A	12.4	A	14.6	A	141	A
USGS	11264500	2014-06-29			16.8	A	13.3	A	15.1	A	122	A
USGS	11264500	2014-06-30			17.5	A	14.0	A	15.9	A	109	A
USGS	11264500	2014-07-01			18.0	A	14.8	A	16.8	A	103	A
USGS	11264500	2014-07-02			17.7	A	14.0	A	16.4	A	96.9	A
USGS	11264500	2014-07-03			17.4	A	14.2	A	16.2	A	90.3	A
USGS	11264500	2014-07-04			17.0	A	13.6	A	15.8	A	80.1	A
USGS	11264500	2014-07-05			17.0	A	13.4	A	15.6	A	70.4	A
USGS	11264500	2014-07-06			15.8	A	13.9	A	15.2	A	63.7	A
USGS	11264500	2014-07-07			15.4	A	14.0	A	14.8	A	59.8	A
USGS	11264500	2014-07-08			17.1	A	14.9	A	15.5	A	57.4	A
USGS	11264500	2014-07-09			16.7	A	13.5	A	15.2	A	53.9	A
USGS	11264500	2014-07-10			17.4	A	14.7	A	16.0	A	50.9	A
USGS	11264500	2014-07-11			17.5	A	14.9	A	16.1	A	48.0	A
USGS	11264500	2014-07-12			17.7	A	14.4	A	16.0	A	44.5	A
USGS	11264500	2014-07-13			18.2	A	15.1	A	16.7	A	40.8	A
USGS	11264500	2014-07-14			18.3	A	16.0	A	17.3	A	37.8	A
USGS	11264500	2014-07-15			18.9	A	16.8	A	17.8	A	50.7	A
USGS	11264500	2014-07-16			19.2	A	17.1	A	18.3	A	70.1	A
USGS	11264500	2014-07-17			19.2	A	16.0	A	17.8	A	159	A
USGS	11264500	2014-07-18			18.9	A	15.9	A	17.8	A	170	A
USGS	11264500	2014-07-19			18.5	A	15.8	A	17.6	A	116	A
USGS	11264500	2014-07-20			17.5	A	16.1	A	16.8	A	135	A
USGS	11264500	2014-07-21			17.3	A	15.1	A	16.5	A	159	A
USGS	11264500	2014-07-22			18.1	A	15.4	A	16.7	A	115	A
USGS	11264500	2014-07-23			17.3	A	13.6	A	16.1	A	85.3	A
USGS	11264500	2014-07-24			16.3	A	13.1	A	15.5	A	66.3	A
USGS	11264500	2014-07-25			16.0	A	12.9	A	15.4	A	53.8	A
USGS	11264500	2014-07-26			16.0	A	13.2	A	15.2	A	44.2	A
USGS	11264500	2014-07-27			16.0	A	14.4	A	15.4	A	37.6	A
USGS	11264500	2014-07-28			16.6	A	15.3	A	15.8	A	34.0	A
USGS	11264500	2014-07-29			16.6	A	14.3	A	15.6	A	32.3	A
USGS	11264500	2014-07-30			16.8	A	15.0	A	16.0	A	32.2	A
USGS	11264500	2014-07-31			17.2	A	15.1	A	16.1	A	32.2	A
USGS	11264500	2014-08-01			17.2	A	14.8	A	15.9	A	30.4	A
USGS	11264500	2014-08-02			16.5	A	14.5	A	15.5	A	27.9	A
USGS	11264500	2014-08-03			15.4	A	14.5	A	14.8	A	25.7	A
USGS	11264500	2014-08-04			15.5	A	14.6	A	14.8	A	24.9	A
USGS	11264500	2014-08-05			15.4	A	14.3	A	14.6	A	26.0	A
USGS	11264500	2014-08-06			15.1	A	13.1	A	14.3	A	31.8	A
USGS	11264500	2014-08-07			15.8	A	13.3	A	14.8	A	34.9	A
USGS	11264500	2014-08-08			16.7	A	14.4	A	15.6	A	33.5	A
USGS	11264500	2014-08-09			16.3	A	14.0	A	15.3	A	30.9	A
USGS	11264500	2014-08-10			16.4	A	13.9	A	14.9	A	28.3	A
USGS	11264500	2014-08-11			15.8	A	13.8	A	14.8	A	25.7	A
USGS	11264500	2014-08-12			16.8	A	14.5	A	15.2	A	23.6	A
USGS	11264500	2014-08-13			16.6	A	14.0	A	14.9	A	21.6	A
USGS	11264500	2014-08-14			16.3	A	13.4	A	14.5	A	19.6	A
USGS	11264500	2014-08-15			16.1	A	13.1	A	14.2	A	17.9	A
USGS	11264500	2014-08-16			16.4	A	13.3	A	14.2	A	16.7	A
USGS	11264500	2014-08-17			16.2	A	13.0	A	14.1	A	15.2	A
USGS	11264500	2014-08-18			16.0	A	12.7	A	13.8	A	13.9	A
USGS	11264500	2014-08-19			15.5	A	12.4	A	13.7	A	12.8	A
USGS	11264500	2014-08-20			15.8	A	12.9	A	14.0	A	11.9	A
USGS	11264500	2014-08-21			15.9	A	12.9	A	13.9	A	11.3	A
USGS	11264500	2014-08-22			15.9	A	12.9	A	13.8	A	10.9	A
USGS	11264500	2014-08-23			15.6	A	12.6	A	13.7	A	10.3	A
USGS	11264500	2014-08-24			15.9	A	12.8	A	13.8	A	9.85	A
USGS	11264500	2014-08-25			14.2	A	12.6	A	13.3	A	9.41	A
USGS	11264500	2014-08-26			15.3	A	12.2	A	13.4	A	8.95	A
USGS	11264500	2014-08-27			15.7	A	12.6	A	13.7	A	8.38	A
USGS	11264500	2014-08-28			15.9	A	12.7	A	13.7	A	7.78	A
USGS	11264500	2014-08-29			15.3	A	12.5	A	13.6	A	7.28	A
USGS	11264500	2014-08-30			15.5	A	12.5	A	13.4	A	6.75	A
USGS	11264500	2014-08-31			15.0	A	11.8	A	13.1	A	6.25	A
USGS	11264500	2014-09-01			15.0	A	12.0	A	13.2	A	5.78	A
USGS	11264500	2014-09-02			15.4	A	12.2	A	13.3	A	5.41	A
USGS	11264500	2014-09-03			15.3	A	12.1	A	13.3	A	5.05	A
USGS	11264500	2014-09-04			15.5	A	12.3	A	13.2	A	4.94	A
USGS	11264500	2014-09-05			15.3	A	11.8	A	13.0	A	4.78	A
USGS	11264500	2014-09-06			14.7	A	11.6	A	12.7	A	4.48	A
USGS	11264500	2014-09-07			14.2	A	11.4	A	12.6	A	4.15	A
USGS	11264500	2014-09-08			14.1	A	12.1	A	12.6	A	3.84	A
USGS	11264500	2014-09-09			13.9	A	11.0	A	12.0	A	3.55	A
USGS	11264500	2014-09-10			14.3	A	11.1	A	11.9	A	3.44	A
USGS	11264500	2014-09-11			14.1	A	11.2	A	11.9	A	3.47	A
USGS	11264500	2014-09-12			14.3	A	11.2	A	12.0	A	3.30	A
USGS	11264500	2014-09-13			13.8	A	11.3	A	12.0	A	3.16	A
USGS	11264500	2014-09-14			14.0	A	11.5	A	12.3	A	3.02	A
USGS	11264500	2014-09-15			14.4	A	11.7	A	12.6	A	2.91	A
USGS	11264500	2014-09-16			14.8	A	11.8	A	12.5	A	2.82	A
USGS	11264500	2014-09-17			14.5	A	11.6	A	12.3	A	2.74	A
USGS	11264500	2014-09-18			14.2	A	11.4	A	12.2	A	2.55	A
USGS	11264500	2014-09-19			13.9	A	11.6	A	12.3	A	2.64	A
USGS	11264500	2014-09-20			13.9	A	11.3	A	12.2	A	2.60	A
USGS	11264500	2014-09-21			13.6	A	11.4	A	12.0	A	2.79	A
USGS	11264500	2014-09-22			14.0	A	11.1	A	12.0	A	2.99	A
USGS	11264500	2014-09-23			13.6	A	11.2	A	12.0	A	3.41	A
USGS	11264500	2014-09-24			13.8	A	11.0	A	11.8	A	3.45	A
USGS	11264500	2014-09-25			13.5	A	10.7	A	11.6	A	3.42	A
USGS	11264500	2014-09-26			13.3	A	11.1	A	11.6	A	3.28	A
USGS	11264500	2014-09-27			11.4	A	10.4	A	10.9	A	3.41	A
USGS	11264500	2014-09-28			11.1	A	10.2	A	10.5	A	3.80	A
USGS	11264500	2014-09-29			11.6	A	9.5	A	10.3	A	4.20	A
USGS	11264500	2014-09-30			11.7	A	9.7	A	10.4	A	4.12	A
USGS	11264500	2014-10-01			11.4	A	9.5	A	10.3	A	4.15	A
USGS	11264500	2014-10-02			11.5	A	9.6	A	10.3	A	4.20	A
USGS	11264500	2014-10-03			11.6	A	9.7	A	10.3	A	4.11	A
USGS	11264500	2014-10-04			11.6	A	9.7	A	10.4	A	3.95	A
USGS	11264500	2014-10-05			11.6	A	9.8	A	10.5	A	3.86	A
USGS	11264500	2014-10-06			11.6	A	9.8	A	10.5	A	3.86	A
USGS	11264500	2014-10-07			11.9	A	10.0	A	10.6	A	3.86	A
USGS	11264500	2014-10-08			11.8	A	10.1	A	10.6	A	3.86	A
USGS	11264500	2014-10-09			11.4	A	9.7	A	10.3	A	3.86	A
USGS	11264500	2014-10-10			11.1	A	9.4	A	10.0	A	3.86	A
USGS	11264500	2014-10-11			11.3	A	9.5	A	10.2	A	3.82	A
USGS	11264500	2014-10-12			11.1	A	9.4	A	10.1	A	3.72	A
USGS	11264500	2014-10-13			11.0	A	9.5	A	10.0	A	3.52	A
USGS	11264500	2014-10-14			10.9	A	9.1	A	9.8	A	3.42	A
USGS	11264500	2014-10-15			11.2	A	9.5	A	10.0	A	3.38	A
USGS	11264500	2014-10-16			10.5	A	9.1	A	9.7	A	3.35	A
USGS	11264500	2014-10-17			10.5	A	8.8	A	9.6	A	3.29	A
USGS	11264500	2014-10-18			10.0	A	8.6	A	9.3	A	3.14	A
USGS	11264500	2014-10-19			10.0	A	8.5	A	9.2	A	3.08	A
USGS	11264500	2014-10-20			10.5	A	8.6	A	9.4	A	3.02	A
USGS	11264500	2014-10-21			10.0	A	8.6	A	9.2	A	2.91	A
USGS	11264500	2014-10-22			10.1	A	8.4	A	9.1	A	2.74	A
USGS	11264500	2014-10-23			10.2	A	8.3	A	9.0	A	2.67	A
USGS	11264500	2014-10-24			9.7	A	8.1	A	8.8	A	2.61	A
USGS	11264500	2014-10-25			9.7	A	8.1	A	9.0	A	2.53	A
USGS	11264500	2014-10-26			9.6	A	8.3	A	8.8	A	2.52	A
USGS	11264500	2014-10-27			9.1	A	7.8	A	8.5	A	2.53	A
USGS	11264500	2014-10-28			9.1	A	7.7	A	8.4	A	2.51	A
USGS	11264500	2014-10-29			9.3	A	8.0	A	8.6	A	2.41	A
USGS	11264500	2014-10-30			9.5	A	8.1	A	8.7	A	2.27	A
USGS	11264500	2014-10-31			9.5	A	8.0	A	8.7	A	2.20	A
USGS	11264500	2014-11-01			8.8	A	7.8	A	8.3	A	4.18	A
USGS	11264500	2014-11-02			7.9	A	6.1	A	6.6	A	8.79	A
USGS	11264500	2014-11-03			6.9	A	5.6	A	6.2	A	5.27	A
USGS	11264500	2014-11-04			7.2	A	6.0	A	6.7	A	4.79	A
USGS	11264500	2014-11-05			7.9	A	6.6	A	7.3	A	4.66	A
USGS	11264500	2014-11-06			8.4	A	7.1	A	7.7	A	4.82	A
USGS	11264500	2014-11-07			8.4	A	7.4	A	7.7	A	5.15	A
USGS	11264500	2014-11-08			8.5	A	7.4	A	7.9	A	5.27	A
USGS	11264500	2014-11-09			8.6	A	7.6	A	7.9	A	5.55	A
USGS	11264500	2014-11-10			8.3	A	7.4	A	7.7	A	5.96	A
USGS	11264500	2014-11-11			7.9	A	6.9	A	7.4	A	6.40	A
USGS	11264500	2014-11-12			7.3	A	6.4	A	6.9	A	6.73	A
USGS	11264500	2014-11-13			7.5	A	6.8	A	7.1	A	11.9	A
USGS	11264500	2014-11-14			7.4	A	6.5	A	7.0	A	14.0	A
